step,buffer,mse,ready,delta_mae,delta_mae_x,delta_mae_v,delta_mae_th,delta_mae_om,reward_mae,plan_pred_err,plan_count
13907,4000,0.024291,False,0.116586,0.091927,0.126106,0.151294,0.097016,0.011670,0.405025,13907
13907,4000,0.017859,True,0.126176,0.090214,0.138101,0.165290,0.111097,0.003724,0.437027,13907
13907,4000,0.024692,False,0.116907,0.090807,0.122407,0.155354,0.099061,0.008909,0.402038,13907
13907,4000,0.032777,False,0.127189,0.103791,0.145626,0.165534,0.093806,0.009599,0.441138,13907
13907,4000,0.020721,False,0.118664,0.114244,0.125444,0.147568,0.087400,0.006228,0.418569,13907
13907,4000,0.023226,False,0.112636,0.107843,0.122684,0.128329,0.091689,0.020755,0.410789,13907
13907,4000,0.024100,False,0.122820,0.119604,0.136887,0.122824,0.111963,0.015001,0.467423,13907
13907,4000,0.023169,False,0.110937,0.113859,0.120971,0.124689,0.084231,0.005335,0.406163,13907
13907,4000,0.027261,False,0.116861,0.109678,0.128395,0.124403,0.104967,0.016107,0.436316,13907
13907,4000,0.029665,False,0.124819,0.119133,0.135639,0.135633,0.108872,0.010954,0.462773,13907
13907,4000,0.020878,False,0.116406,0.099042,0.117435,0.141601,0.107547,0.009583,0.414874,13907
13907,4000,0.023573,False,0.126504,0.109372,0.140129,0.134967,0.121546,0.002111,0.472445,13907
13907,4000,0.032674,False,0.127938,0.118138,0.128852,0.154888,0.109875,0.006347,0.456360,13907
13907,4000,0.044994,False,0.134224,0.108869,0.139424,0.184364,0.104236,0.002809,0.454485,13907
13907,4000,0.026496,False,0.139981,0.108284,0.148632,0.183624,0.119384,0.012352,0.484149,13907
13907,4000,0.024704,False,0.136258,0.104462,0.146356,0.186858,0.107356,0.009421,0.462020,13907
13907,4000,0.023518,False,0.136807,0.116389,0.148546,0.169007,0.113284,0.020723,0.484616,13907
13907,4000,0.024856,False,0.129952,0.124176,0.149010,0.128976,0.117644,0.005052,0.495807,13907
13907,4000,0.024253,False,0.119927,0.118264,0.138078,0.128483,0.094884,0.010814,0.446545,13907
13907,4000,0.023232,False,0.113619,0.117819,0.129996,0.116265,0.090397,0.002342,0.429024,13907
13907,4000,0.022811,False,0.113806,0.116716,0.126279,0.132817,0.079411,0.005889,0.411052,13907
13907,4000,0.021853,False,0.112590,0.121941,0.128807,0.125717,0.073895,0.005238,0.412843,13907
13907,4000,0.017535,True,0.118362,0.127218,0.129412,0.135636,0.081181,0.009959,0.430077,13907
13907,4000,0.019638,True,0.109098,0.125370,0.131009,0.107002,0.073013,0.008899,0.416652,13907
13907,4000,0.019988,True,0.121214,0.136259,0.140520,0.134894,0.073183,0.016766,0.444736,13907
13907,4000,0.019580,True,0.106021,0.118850,0.123468,0.120261,0.061506,0.005072,0.386404,13907
13907,4000,0.019640,True,0.109483,0.124913,0.139209,0.106245,0.067565,0.014191,0.419466,13907
13907,4000,0.018365,True,0.106235,0.119691,0.143314,0.095616,0.066317,0.010261,0.415660,13907
13907,4000,0.021788,False,0.098182,0.119127,0.133342,0.089183,0.051076,0.002104,0.382795,13907
13907,4000,0.027841,False,0.113126,0.116536,0.146751,0.114958,0.074262,0.010216,0.428122,13907
13907,4000,0.023439,False,0.106009,0.107262,0.128687,0.111867,0.076220,0.012585,0.396539,13907
13907,4000,0.027557,False,0.120775,0.121044,0.149061,0.131807,0.081189,0.002205,0.446839,13907
13907,4000,0.021961,False,0.118440,0.116126,0.148723,0.136024,0.072889,0.012751,0.430580,13907
13907,4000,0.026786,False,0.119508,0.123081,0.149678,0.130725,0.074548,0.009254,0.441641,13907
13907,4000,0.029902,False,0.127590,0.120503,0.167712,0.160103,0.062041,0.006979,0.448526,13907
